Borough,Site type,Park/Site Name,Address,Latitude,Longitude
Manhattan,Outdoor,Hudson River Park,White Hall Ferry Terminal (Indoor & Outdoor),40.701307,-74.011998
Manhattan,Outdoor ,Imagination Playground,Imagination Playground,40.706124,-74.004217
Manhattan,Outdoor ,Inwood Dyckman fields,Inwood Hill Park,40.87126,-73.930765
Manhattan,Outdoor ,Inwood Dyckman fields,Inwood Hill Park,40.872594,-73.930199
Manhattan,Outdoor ,Inwood Hill,Inwood Hill Park,40.867338,-73.929011
Manhattan,Indoor,Inwood Hill Nature Center,218 St & Indian Rd,40.87303,-73.918427
Manhattan,Outdoor ,J. Hood Wright,Jay Hood Wright Park,40.84637,-73.940825
Manhattan,Indoor,J. Hood Wright,Jay Hood Wright Park,40.84696,-73.940028
Manhattan,Indoor,Jackie Robinson,89 Bradhurst Ave,40.824297,-73.942288
Manhattan,Outdoor ,Jackson Square,Jackson Square,40.738952,-74.002882
Manhattan,Outdoor ,Jacob Javits Playground,Fort Tyron Park,40.859226,-73.934552
Manhattan,Outdoor ,Jacob Schiff,Jacob Schiff Playground ,40.820071,-73.952107
Manhattan,Outdoor ,John Jay Park,John Jay Park,40.769445,-73.949898
Manhattan,Greenthumb,"Life Spire (CRMD, Inc.)",2015 Lexington Avenue ,40.802588,-73.938468
Manhattan,Outdoor ,Lincoln Square,Broadway & 66 St,40.773715,-73.981957
Manhattan,Outdoor,Lincoln Square,Broadway & 63 St ,40.771372,-73.982072
Manhattan,Greenthumb,Maggie's Garden,1547 Lexington Ave,40.828677,-73.948059
Manhattan,Outdoor ,McCaffry Plgd – Parks,W 43 St Btwn 8 & 9 Ave,40.758977,-73.991396
Manhattan,Greenthumb,Mobilization for Change Community Garden,955 Columbus Avenue ,40.799707,-73.962203
Manhattan,Outdoor ,Morningside Park,W 116 St,40.805621,-73.958455
Manhattan,Outdoor ,Morningside Park,Morningside Ave,40.80413,-73.958298
Manhattan,Outdoor ,Morningside Park,W 113 St,40.803133,-73.958336
Manhattan,Outdoor ,Morningside Park,Morningside Dr,40.801921,-73.960854
Manhattan,Greenthumb,Morris Jumel Ecological Garden,455-457 W 162nd Street ,40.835708,-73.939122
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 79 St & Columbus Ave,40.781936,-73.97542
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 78 St & Columbus Ave,40.781265,-73.975927
Manhattan,Outdoor ,Museum of Natural History/Planitarium,Central Park West,40.780558,-73.972924
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 81 St Loop,40.782175,-73.972256
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 81 St Loop,40.782666,-73.973215
Manhattan,Greenthumb,Our Little Green Acres (Garden Eight),275-277 W. 122nd St.,40.808183,-73.95205
Manhattan,Outdoor ,Park Row & Beekman Street,Outside Plaza  Entrance,40.711826,-74.007142
Manhattan,Greenthumb,Parks Council Success Garden- P.S. 175 I.S. 275,116-122 West 134th Street ,40.814478,-73.943498
Manhattan,Subproperty,Payson Playground,Inwood Hill Park,40.867205,-73.929121
Manhattan,Indoor,Pelham Fritz,18 Mount Morris Park,40.805463,-73.946284
Manhattan,Outdoor,Pier 25,"Pier 25 West End, Hudson River Park",40.720478,-74.016223
Manhattan,Outdoor,Pier 25,Hudson River Park ,,
Manhattan,Outdoor,Pier 25 Mini Golf & Skate Park,Hudson River Park ,40.720176,-74.013949
Manhattan,Outdoor,Pier 25 Playground,"Pier 25 Playground West Gate, Hudson River Park",40.719714,-74.012943
Manhattan,Outdoor,Pier 40,"Pier 40 Courtyard & Tunnel, Hudson River Park",40.72917,-74.011317
Manhattan,Outdoor,Pier 40 Dog Run,"Pier 40, Hudson River Park",40.73038,-74.011005
Manhattan,Outdoor,Pier 40 Roof,"Pier 40, Hudson River Park",40.728828,-74.011903
Manhattan,Outdoor,Pier 45,Hudson River Park ,40.732971,-74.010875
Manhattan,Outdoor,Pier 57,Hudson River Park ,40.74341,-74.009
Manhattan,Outdoor,Pier 84 (44 St Park Building),Hudson River Park ,40.763247,-74.000042
Manhattan,Greenthumb,Pleasant Village Community Garden,342-353 Pleasant Ave./502 E. 119th Street,40.796609,-73.931602
Manhattan,Outdoor,Promenade South,Hudson River Park ,40.707656,-74.015976
Manhattan,Indoor,Rec Center  54,E 54 St Btwn 1 Ave & 2 Ave,40.756564,-73.965043
Manhattan,Outdoor ,Riverside Park- Plgd @ 83rd St.,Riverside Park,40.787059,-73.982257
Manhattan,Outdoor ,Rucker Park-parks,155 St & Frederick Douglass Blvd,40.829744,-73.936431
Manhattan,Outdoor ,Sara D. Roosevelt,Chrystie St,40.721035,-73.991596
Manhattan,Outdoor ,Seward park,Seward park,40.714603,-73.990111
Manhattan,Greenthumb,Sixth St. & Ave. B,78-92 Avenue B,40.724254,-73.982088
Manhattan,Outdoor ,Soho Parnership,Broadway &  Prince St ,40.724319,-73.997828
Manhattan,Outdoor ,Soho Partnership,Spring St & Lafayette St,40.72227,-73.997287
Manhattan,Outdoor ,St. Catherine's ,St. Catherine's Park,40.76512,-73.958509
Manhattan,Outdoor ,St. Nicholas,135 St & St. Nicholas Ave,40.817272,-73.948248
Manhattan,Outdoor ,St. Vartan's ,St. Vartan's Park,40.744858,-73.973764
Manhattan,Outdoor ,Stuyvesant- Parks,East River Bikeway,40.73277,-73.97406
Manhattan,Outdoor ,Thomas Jefferson,Jefferson Park,40.793412,-73.937115
Manhattan,Outdoor ,Thomas Payne,Duane St & Centre St,40.714045,-74.003135
Manhattan,Outdoor ,Thomas Payne,Duane St & Lafayette St,40.714224,-74.003285
Manhattan,Outdoor ,Thomas Payne,Centre St & Worth St,40.715059,-74.002355
Manhattan,Outdoor ,Thomas Payne,Lafayette St & Worth St,40.715355,-74.002982
Manhattan,Outdoor ,Times Square,42 St Btwn Broadway & 7 Ave,40.755914,-73.986712
Manhattan,Outdoor ,Tompkins Square Park,Avenue A & E 7 St,40.72603,-73.983353
Manhattan,Outdoor ,Tompkins Square Park,Avenue A & St. Mark's Pl,40.726599,-73.982985
Manhattan,Outdoor ,Tompkins Square Park,Avenue B & E 8 St,40.725698,-73.980843
Manhattan,Indoor,Tony Dapolito,1 Clarkson St,40.729474,-74.005489
Manhattan,Outdoor ,Tribeca Partnership,Greenwich & North Moore,40.719979,-74.010272
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735243,-73.991012
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735219,-73.991603
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735292,-73.991614
Manhattan,Outdoor ,Union Square ,Union Square Park,40.737023,-73.990324
Manhattan,Outdoor ,Union Square ,Union Square Park,40.736535,-73.989754
Manhattan,Outdoor ,Union Square ,Union Square Park,40.736122,-73.98963
Manhattan,Outdoor ,Union Square ,Union Square Park,40.73534,-73.990127
Manhattan,Outdoor ,Verdi Square,Verdi Square,40.77878,-73.981788
Manhattan,Outdoor ,Vesuvio Playground,Thompson St,40.72534,-74.002324
Manhattan,Outdoor ,Wall Street (South/Front),107 Wall Street,40.704695,-74.006729
Manhattan,Outdoor ,Wall Street (Water/Front),100 Wall Street,40.704919,-74.007084
Manhattan,Outdoor ,Warren & Greenwich,270 Greenwich Street,40.715575,-74.011301
Manhattan,Outdoor ,Washington Market Playground,Washington Market Park,40.717298,-74.011001
Manhattan,Outdoor ,Washington Square Park,Washington Square Park,40.729689,-73.99662
Manhattan,Greenthumb,West 124th Street Community Garden,West 124th Street and 5th Avenue ,40.806938,-73.945301
Manhattan,Outdoor ,West 4th St. Courts (PLGD),6 Ave Btwn W 3 St & W 4 St,40.731315,-74.000988
Manhattan,Outdoor ,West End Avenuw,West End Ave & 86 St,40.788757,-73.977788
Manhattan,Outdoor ,Whitehall Ferry Terminal,State Street outside Whitehall Ferry Terminal ,40.702335,-74.014384
Queens,Indoor,A.R.R.O.W. Field house,35-30 35 St,40.755803,-73.92631
Queens,Outdoor ,Abe Wolfson,,40.728344,-73.815159
Queens,Outdoor ,Addabo Park,Addabo Park,40.673137,-73.85461
Queens,Indoor,Al Oerter Rec Center ,131-40 Fowler Ave,40.751418,-73.833843
Queens,Indoor,Alley Pond Environmental,22806 Northern Blvd,40.76269,-73.753297
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.740063,-73.734291
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739523,-73.734881
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739295,-73.735873
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.738986,-73.737665
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739758,-73.73546
Queens,Outdoor ,Astoria Park,Astoria Park S,40.776788,-73.92753
Queens,Outdoor ,Austin E,Ehrenreich-Austin Playground,40.715851,-73.836995
Queens,Greenthumb,B.C.C.A. Mini-Park and Garden,150-14 115th Drive ,40.683453,-73.79213
Queens,Outdoor ,Baisley Pond Park,155 St & 125 Ave,40.675268,-73.786905
Queens,Outdoor ,Baisley Pond Park,Lakeview Blvd & 118 Ave,40.682418,-73.785392
Queens,Outdoor ,Baisley Pond Park,155 St & 118 Ave,40.681366,-73.787854
Queens,Outdoor ,Bland Playground,Bland Playground,40.758381,-73.831008
Queens,Greenthumb,Block Association #81,Inwood Stree between Lakewood & Shore Aves,40.690594,-73.803822
Queens,Outdoor ,Brookville Park,143 Ave,40.66346,-73.741329
Queens,Outdoor ,Brookville Park,232 St,40.661051,-73.746639
Queens,Outdoor ,Brookville Park,147 Ave,40.657674,-73.748388
Queens,Subproperty,Buzz O'Rourke Playground,Crocheron Park,40.770753,-73.77174
Queens,Outdoor ,Byrne Park,135 Ave btwn 131 St & 132 St,40.667505,-73.807496
Queens,Outdoor ,Captain Tilly,Captain Tilly Park,40.712529,-73.799377
Queens,Subproperty,Charybdis plgd,Astoria Park,40.779897,-73.922391
Queens,Outdoor ,Crocheron Park,33 Rd & 215 Pl,40.77208,-73.769438
Queens,Greenthumb,Culinary Kids,30-15 Seagirt Blvd. @ Beach 31st Street,40.595548,-73.762266
Queens,Outdoor ,Cunningham Ballfields,Cunningham Park,40.736722,-73.770538
Queens,Outdoor ,Cunningham Ballfields,Cunningham Park,40.73523,-73.772083
Queens,Outdoor ,Cunningham Picnic,Cunningham Park,40.730966,-73.772458
Queens,Outdoor ,Cunningham Soccer,Cunningham Park,40.73836,-73.764991
Queens,Outdoor ,Cunningham tennis courts,Cunningham Park,40.730117,-73.7727
Queens,Outdoor ,Cunningham tennis courts,Cunningham Park,40.729499,-73.772888
Queens,Outdoor ,Detective Keith Williams,Detective Keith Williams Park,40.701915,-73.783477
Queens,Outdoor ,Elmhurst Park,Elmhurst Park,40.730193,-73.885302
Queens,Outdoor ,Flushing Meadows Corona Park,United Nations Ave S,40.744249,-73.844068
Queens,Outdoor ,Flushing Meadows Corona Park,Amphitheater Bridge,40.740388,-73.841879
Queens,Outdoor ,Flushing Meadows Corona Park,Meadow Lake Trail E,40.737039,-73.837856
Queens,Outdoor ,Flushing Meadows Corona Park,Dinosaur Playground,40.735169,-73.843435
Queens,Outdoor ,Flushing Meadows Corona Park,Meadow Lake Trail W,40.7333,-73.841976
Queens,Outdoor ,Flushing Meadows Corona Park,Baseball Field 13,40.728112,-73.835592
Queens,Outdoor ,Flushing Meadows Corona Park,Unisphere,40.746639,-73.844583
Queens,Outdoor ,Flushing Meadows Corona Park,"Field 2, Avenue of Commerce",40.749151,-73.840066
Queens,Indoor,Flushing Meadows Pool,Avery Ave & 131 St,40.751882,-73.837459
Queens,Outdoor ,Forest Park,Bandshell,40.698413,-73.857672
Queens,Outdoor,Forest Park,Tennis Courts,40.69747,-73.856664
Queens,Outdoor,Forest Park,Dog Run,40.69664,-73.860344
Queens,Outdoor,Forest Park,Woodhaven Blvd & Park Lane S,40.69799,-73.853295
Queens,Outdoor,Forest Park,Victory Field Soccer & Running Track,40.701854,-73.853145
Queens,Outdoor,Forest Park,Victory Field Baseball,40.702293,-73.854765
Queens,Outdoor,Forest Park,Myrtle Ave & Park Lane S,40.701272,-73.841922
Queens,Outdoor ,Fort Totten,Weaver Rd & Totten Ave,40.792357,-73.777013
Queens,Outdoor,Fort Totten,North Loop,40.794781,-73.779207
Queens,Outdoor,Fort Totten,Story Rd,40.792085,-73.774357
Queens,Greenthumb,George Eagle Carr Community Garden,148th Street ,40.692406,-73.794745
Queens,Outdoor ,Glendale Playground,Glendale Playground,40.704591,-73.881944
Queens,Outdoor ,Greenthumb compound,10 St & Queens Plaza S,40.753635,-73.947615
Queens,Outdoor ,Grover Cleveland,Cleveland Park,40.710069,-73.911456
Queens,Outdoor,Grover Cleveland,Cleveland Park,40.71031,-73.911063
Queens,Outdoor ,Hoffman Park,Hoffman Park,40.733135,-73.871233
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733143,-73.871427
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733068,-73.870885
Queens,Outdoor,Hoffman Park,Hoffman Park,40.732938,-73.870916
Queens,Outdoor,Hoffman Park,Hoffman Park,40.732701,-73.871081
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733203,-73.871822
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.720689,-73.877521
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.720412,-73.876474
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.719988,-73.884693
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.719841,-73.882971
Queens,Outdoor ,Kissena Park,Booth Memorial Ave ,40.742502,-73.810261
Queens,Outdoor,Kissena Park,Lithonia Ave ,40.749228,-73.803658
Queens,Outdoor,Kissena Park,Kissena Velodrome,40.744148,-73.809333
Queens,Outdoor,Kissena Park,Booth Memorial Ave ,40.742364,-73.808518
Queens,Outdoor,Kissena Park,Rose Ave,40.747887,-73.809765
Queens,Indoor,LBH Rec Center,93-29 Queens Blvd,40.732226,-73.86515
Queens,Outdoor ,Marie Curie Playground,Marie Curie Park,40.757266,-73.770978
Queens,Outdoor ,McDonald Park,McDonald Park,40.721815,-73.845511
Queens,Outdoor,McDonald Park,McDonald Park,40.722012,-73.84608
Queens,Outdoor,McDonald Park,McDonald Park,40.72248,-73.847477
Queens,Indoor,Parks Academy,Flushing Meadows Corona Park,40.751632,-73.843676
Queens,Indoor,Passerelle ,Flushing Meadows Corona Park,40.751632,-73.843676
Queens,Indoor,Passerelle - Aquatics,Flushing Meadows Corona Park,40.750333,-73.8441
Queens,Outdoor ,Phil Rizzuto Park ,Phil Rizzuto Park ,40.694407,-73.822116
Queens,Subproperty,Playground for All Children,Flushing Meadows Corona Park,40.740883,-73.849318
Queens,Outdoor ,Pomonok Playground,Pomonok Playground,40.736171,-73.814014
Queens,Indoor,Queens Hall of Science,47-01 111 St,40.747127,-73.852214
Queens,Indoor,Queens Museum,"New York City Building, Flushing Meadows Corona Park",40.745794,-73.846729
Queens,Indoor,Queens Theatre,14 United Nations Ave S,40.744152,-73.844476
Queens,Indoor,Queens Zoo,53-51 111 St,40.743599,-73.850355
Queens,Outdoor ,Rainey park,Rainey Park,40.765644,-73.941159
Queens,Outdoor ,Rockaway Beach ,B 105 St Boardwalk,40.580754,-73.824936
Queens,Outdoor,Rockaway Beach ,B 102 St Boardwalk,40.5814,-73.823377
Queens,Outdoor,Rockaway Beach ,B 100 St Boardwalk,40.582137,-73.820127
Queens,Outdoor,Rockaway Beach ,B 99 St Boardwalk,40.582479,-73.819097
Queens,Outdoor,Rockaway Beach ,B 97 St Boardwalk,40.582825,-73.817858
Queens,Outdoor,Rockaway Beach ,B 95 St Boardwalk,40.583412,-73.815484
Queens,Outdoor,Rockaway Beach ,B 91 St Boardwalk,40.58415,-73.812472
Queens,Outdoor,Rockaway Beach ,B 90 St Boardwalk,40.5844,-73.811254
Queens,Outdoor,Rockaway Beach ,B 81 St Boardwalk,40.585826,-73.807265
Queens,Outdoor,Rockaway Beach ,Bayside Pl Boardwalk,40.585105,-73.809223
Queens,Outdoor ,Rocket Park ,Rocket Park ,40.670613,-73.846257
Queens,Outdoor ,Roy Wilkens,Baisley Blvd,40.685918,-73.769315
Queens,Outdoor,Roy Wilkens,Roy Wilkens ,40.688249,-73.773574
Queens,Outdoor,Roy Wilkens,115 Ave & 175 St,40.691011,-73.774207
Queens,Outdoor ,Socrates Park,Socrates Park,40.768029,-73.936159
Queens,Indoor,Sorrentino ,1848 Cornaga Ave,40.602281,-73.751564
Queens,Outdoor ,Southern Fields ,Southern Pkwy,40.665379,-73.824555
Queens,Outdoor,Southern Fields ,Southern Pkwy,40.665627,-73.826703
Queens,Outdoor ,St. Michaels,St. Michael's Playground,40.758219,-73.900278
Queens,Outdoor ,Steinway St,BW 34 St & Broadway,40.758155,-73.919785
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749844,-73.91475
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749547,-73.91514
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749687,-73.91427
Queens,Outdoor ,Travers Park,Travers Park,40.754243,-73.889365
Queens,Subproperty,Underhill,Cunningham Park,40.741628,-73.777362
Queens,Greenthumb,William Simmons Community Garden Club,173 St,40.701651,-73.78315
Queens,Indoor,World ice rink,Flushing Meadows Corona Park,40.751914,-73.83732
Staten Island,Subproperty,Berry Homes ballfield,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.587445,-74.100364
Staten Island,Subproperty,Berry Homes ballfield,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.586439,-74.100257
Staten Island,Outdoor,150 St,New Dorp Lane & S Railroad Ave,40.574036,-74.116627
Staten Island,Outdoor ,Bloomingdale Playgound,"Bloomingdale Park, Lenevar Ave & Ramona Ave",40.53514,-74.208524
Staten Island,Outdoor ,Bloomingdale Playgound,Bloomingdale Park ,40.533819,-74.210241
Staten Island,Outdoor ,Bloomingdale Playgound,"Bloomingdale Park, Richmond Pkwy & Lenevar Ave",40.531521,-74.207153
Staten Island,Outdoor ,Bloomingdale Playgound,Bloomingdale Park ,40.535174,-74.210125
Staten Island,Outdoor ,Cedar Grove Beach,Cedar Grove Beach,40.557382,-74.10392
Staten Island,Outdoor ,Cedar Grove Beach,Cedar Grove Beach,40.560272,-74.10104
Staten Island,Indoor,Clove lake garage complex,Clove Lake Park,40.620135,-74.118801
Staten Island,Indoor,Clove lake garage complex,Clove Lake Park,40.618744,-74.118278
Staten Island,Outdoor ,Cloves Lake,Clove Lake Park,40.613891,-74.113523
Staten Island,Outdoor ,Corporal Thompson Playground,CPL Thompson Park,40.637872,-74.118791
Staten Island,Indoor,DeMatti Playground,Thompkins Ave Btwn Chestnut Ave & Shaughnessy Ln,40.614615,-74.07412
Staten Island,Indoor,Faber Pool,Faber Pool and Park,40.640999,-74.135418
Staten Island,Indoor,Graniteville,Jennifer's Playground,40.62005569,-74.16311549
Staten Island,Indoor,Greenbelt Nature Center,700 Rockland Ave,40.588496,-74.138918
Staten Island,Outdoor ,Greenbelt Park ,,40.584516,-74.125035
Staten Island,Indoor,Greenbelt Rec Ctr,501 Brielle Ave,40.593686,-74.135646
Staten Island,Subproperty,John M. D'Amato Field,Miller Field,40.564469,-74.097531
Staten Island,Indoor,Lyons Pool,Tompkinsville Play Center,40.637596,-74.074802
Staten Island,Outdoor ,MacArthur Park,MacArthur Park,40.585877,-74.100975
Staten Island,Outdoor ,Mahony Playground,Crescent Ave Btwn Jersey St & Beechwood Ave,40.643368,-74.086066
Staten Island,Outdoor ,Midland Beach,Midland Playground,40.575019,-74.098706
Staten Island,Outdoor ,Midland Beach,"Midland Field, Bedford Ave ",40.57669,-74.098663
Staten Island,Outdoor ,Prall Playground,Forest Ave & Elizabeth St,40.628859,-74.118013
Staten Island,Outdoor ,Silver Lake Dog Run,Silver Lake Park,40.627186,-74.091985
Staten Island,Outdoor ,Silver Lake Tennis,Silver Lake Park,40.628358,-74.099058
Staten Island,Outdoor ,South Beach,,40.579313,-74.077688
Staten Island,Outdoor,Staten Island Ferry Terminal,Richmond Terrace,40.642709,-74.075724
Staten Island,Outdoor ,Staten Island Ferry Terminal,Richmond Terrace,40.642324,-74.075489
Staten Island,Outdoor ,Staten Island Ferry Terminal,Hyatt Ave,40.642303,-74.076549
Staten Island,Indoor,Tottenville Pool,Hylan Blvd,40.505646,-74.235477
Staten Island,Outdoor ,Walker Park,Delafield Pl & Bard Ave,40.643799,-74.108845
Staten Island,Outdoor ,Walker Park,Davis Ave & Livingston Ct,40.642843,-74.11032
Staten Island,Outdoor ,Walker Park,Delafield Pl & Davis Ave,40.643449,-74.11046
Staten Island,Outdoor ,Walker Park,Livingston Ct & bard Ave ,40.643343,-74.108641
Staten Island,Indoor,West Brighton Pool,899 Henderson Ave ,40.637121,-74.119287
Staten Island,Outdoor ,Willowbrook Park,Willowbrook Park,40.603832,-74.158697
Staten Island,Outdoor ,Willowbrook Park,Willowbrook Park,40.603828,-74.16125
Staten Island,Outdoor ,Wolfe's Pond,Wolfe's Pond,40.517368,-74.190913
Staten Island,Outdoor ,Wolfe's Pond,Wolfe's Pond,40.518652,-74.18731
