Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 1059,0,0,0,0,0,624,0,624,Male,30
Player 1060,624,391,193,90,0,192,453,1943,Male,51
Player 1061,289,0,0,0,113,0,0,402,Female,46
Player 1062,647,0,0,0,0,0,0,647,Female,56
Player 1063,60,20,34,13,0,21,58,206,Male,69
Player 1064,96,0,0,0,0,0,0,96,Female,57
Player 1065,667,344,224,72,0,244,538,2089,Male,22
Player 1066,106,0,0,0,0,0,0,106,Male,27
Player 1067,648,371,49,91,0,164,425,1748,Female,43
Player 1068,1323,3795,3607,1186,0,0,0,9911,Female,70
Player 1069,581,0,0,0,0,0,0,581,Female,42
Player 1070,617,3244,875,1286,0,0,0,6023,Male,43
Player 1071,498,276,313,53,0,184,433,1758,Female,70
Player 1072,0,0,815,0,0,0,0,815,Male,58
Player 1073,74,40,23,13,0,20,63,233,Female,50
Player 1074,1492,7052,3270,893,0,0,0,12707,Male,27
Player 1075,0,0,608,0,0,0,0,608,Female,39
Player 1076,179,0,0,0,150,0,0,329,Male,61
Player 1077,50,0,0,0,0,0,0,50,Female,22
Player 1078,88,39,21,6,0,21,37,212,Male,25
Player 1079,0,0,0,0,0,0,583,583,Male,55
Player 1080,91,0,0,0,0,0,0,91,Female,35
Player 1081,365,0,0,0,109,0,0,474,Female,42
Player 1082,113,0,0,0,0,0,0,113,Female,58
Player 1083,70,12,29,10,0,21,69,211,Male,49
Player 1084,933,3879,4611,664,0,0,0,10087,Male,40
Player 1085,276,0,0,0,106,0,0,382,Male,29
Player 1086,405,0,0,0,0,0,0,405,Female,36
Player 1087,370,0,0,0,66,0,0,436,Female,70
Player 1088,439,4075,1896,1515,0,0,0,7924,Male,25
Player 1089,482,4966,4009,1235,0,0,0,10693,Male,53
Player 1090,1021,273,208,61,0,292,456,2312,Female,40
Player 1091,0,0,0,0,0,0,421,421,Male,62
Player 1092,422,0,0,0,0,0,0,422,Female,69
Player 1093,67,0,0,0,0,0,0,67,Male,35
Player 1094,41,22,11,15,0,19,51,158,Male,63
Player 1095,79,46,23,9,0,24,62,243,Female,65
Player 1096,695,162,246,58,0,188,753,2103,Male,57
Player 1097,54,33,23,12,0,16,23,161,Male,58
Player 1098,78,30,23,14,0,18,48,211,Female,47
Player 1099,0,456,0,0,0,0,0,456,Male,67
Player 1100,89,27,14,7,0,21,57,215,Female,44
Player 1101,1113,256,224,84,0,247,612,2536,Female,38
Player 1102,763,285,117,68,0,236,537,2005,Female,45
Player 1103,82,41,16,12,0,18,52,222,Male,38
Player 1104,0,0,0,0,0,0,431,431,Male,61
Player 1105,768,204,263,65,0,96,502,1898,Male,70
Player 1106,1106,409,242,111,0,229,745,2842,Female,67
Player 1107,463,209,247,96,0,342,771,2128,Female,27
Player 1108,202,0,0,0,86,0,0,288,Female,62
Player 1109,336,0,0,0,0,0,0,336,Female,34
Player 1110,588,143,143,107,0,190,603,1774,Female,56
Player 1111,504,0,0,0,0,0,0,504,Male,60
Player 1112,0,0,652,0,0,0,0,652,Female,33
Player 1113,0,0,0,495,0,0,0,495,Male,23
Player 1114,717,249,143,94,0,202,373,1779,Male,24
Player 1115,102,37,17,12,0,4,74,246,Female,37
Player 1116,763,317,232,40,0,231,647,2229,Female,61
Player 1117,999,364,205,104,0,284,516,2472,Female,58
Player 1118,48,30,15,16,0,21,38,168,Male,55
Player 1119,0,0,0,0,0,0,498,498,Male,46
Player 1120,40,30,15,10,0,20,60,175,Female,37
Player 1121,0,0,0,0,0,0,776,776,Male,32
Player 1122,575,416,269,139,0,212,401,2011,Female,63
Player 1123,1384,827,2747,1115,0,0,0,6073,Male,51
Player 1124,619,449,108,92,0,270,503,2040,Male,54
Player 1125,38,49,17,9,0,10,29,152,Female,41
Player 1126,0,0,0,0,0,0,413,413,Male,28
Player 1127,626,0,0,0,150,0,0,776,Male,36
Player 1128,0,580,0,0,0,0,0,580,Male,32
Player 1129,523,0,0,0,0,0,0,523,Male,38
Player 1130,143,0,0,0,115,0,0,259,Male,41
Player 1131,107,0,0,0,0,0,0,107,Female,66
Player 1132,52,0,0,0,0,0,0,52,Female,57
Player 1133,578,409,195,96,0,110,758,2146,Female,23
Player 1134,95,0,0,0,0,0,0,95,Male,63
Player 1135,150,0,0,0,0,0,0,150,Male,43
Player 1136,647,4280,1941,647,0,0,0,7514,Male,62
Player 1137,63,35,18,11,0,26,70,223,Female,44
Player 1138,65,33,16,15,0,21,59,208,Male,64
Player 1139,0,0,356,0,0,0,0,356,Female,38
Player 1140,89,24,23,6,0,17,32,192,Male,48
Player 1141,926,216,277,97,0,241,841,2598,Female,22
Player 1142,102,30,13,12,0,24,43,224,Female,53
Player 1143,549,419,246,96,0,251,525,2086,Female,32
Player 1144,569,441,164,151,0,167,428,1919,Male,28
Player 1145,413,370,150,117,0,248,487,1785,Female,60
Player 1146,63,21,26,11,0,26,59,206,Female,53
Player 1147,656,0,0,0,0,0,0,656,Female,52
Player 1148,0,0,0,0,0,489,0,489,Female,29
Player 1149,805,150,135,91,0,124,341,1644,Female,58
Player 1150,669,0,0,0,0,0,0,669,Male,38
Player 1151,96,29,16,9,0,20,45,214,Female,56
Player 1152,761,0,0,0,0,0,0,761,Female,42
Player 1153,102,32,27,9,0,25,48,244,Male,46
Player 1154,355,0,0,0,72,0,0,428,Male,43
Player 1155,113,0,0,0,0,0,0,113,Female,64
Player 1156,507,0,0,0,0,0,0,507,Male,54
Player 1157,36,28,17,11,0,21,79,193,Male,58
Player 1158,0,0,387,0,0,0,0,387,Female,38
Player 1159,43,23,27,7,0,24,34,158,Female,54
Player 1160,63,38,13,13,0,19,32,179,Female,46
Player 1161,234,0,0,0,95,0,0,330,Male,62
Player 1162,114,0,0,0,0,0,0,114,Female,23
Player 1163,0,0,0,534,0,0,0,534,Male,37
Player 1164,41,30,16,7,0,29,39,162,Male,69
Player 1165,114,0,0,0,0,0,0,114,Female,45
Player 1166,54,34,28,14,0,23,64,216,Male,69
Player 1167,93,0,0,0,0,0,0,93,Male,59
Player 1168,74,0,0,0,0,0,0,74,Female,48
Player 1169,120,0,0,0,0,0,0,120,Male,26
Player 1170,41,24,15,10,0,19,61,170,Male,57
Player 1171,85,0,0,0,0,0,0,85,Male,50
Player 1172,109,0,0,0,0,0,0,109,Male,43
Player 1173,408,0,0,0,131,0,0,539,Female,40
Player 1174,55,30,14,12,0,26,53,189,Male,31
Player 1175,761,265,134,83,0,185,676,2104,Male,21
Player 1176,128,0,0,0,0,0,0,128,Female,57
Player 1177,70,26,17,2,0,19,38,172,Male,51
Player 1178,75,24,11,10,0,22,34,175,Female,53
Player 1179,412,312,224,94,0,180,574,1797,Male,63
Player 1180,600,376,154,123,0,150,516,1918,Male,49
Player 1181,1065,281,286,136,0,181,681,2631,Male,50
Player 1182,532,389,206,99,0,199,450,1876,Female,34
Player 1183,0,0,325,0,0,0,0,325,Female,43
Player 1184,35,42,35,10,0,12,76,209,Male,24
Player 1185,226,0,0,0,121,0,0,347,Female,66
Player 1186,105,32,27,11,0,23,53,252,Male,53
Player 1187,117,0,0,0,0,0,0,117,Male,23
Player 1188,63,35,18,15,0,18,102,252,Male,49
Player 1189,0,0,0,0,0,592,0,592,Female,31
Player 1190,39,36,13,6,0,18,57,170,Male,21
Player 1191,330,0,0,0,92,0,0,422,Male,27
Player 1192,0,0,0,0,0,0,307,307,Female,64
Player 1193,51,29,14,8,0,13,55,170,Male,63
Player 1194,71,0,0,0,0,0,0,71,Female,58
Player 1195,575,0,0,0,0,0,0,575,Male,44
Player 1196,65,34,10,9,0,17,49,183,Male,34
Player 1197,58,24,23,10,0,31,46,192,Male,30
Player 1198,562,373,79,58,0,193,355,1620,Female,28
Player 1199,73,0,0,0,0,0,0,73,Female,65
Player 1200,0,0,0,0,0,0,455,455,Male,32
Player 1201,89,23,14,11,0,11,64,213,Female,43
Player 1202,22,25,19,10,0,23,48,146,Male,26
Player 1203,661,0,0,0,0,0,0,661,Male,64
Player 1204,613,112,172,124,0,154,457,1631,Female,26
Player 1205,668,372,82,100,0,185,696,2103,Male,49
Player 1206,0,0,0,218,0,0,0,218,Female,32
Player 1207,104,0,0,0,0,0,0,104,Male,43
Player 1208,52,12,17,11,0,9,34,135,Male,57
Player 1209,0,0,0,0,0,0,511,511,Male,63
Player 1210,55,26,29,12,0,17,51,190,Male,68
Player 1211,72,37,19,10,0,26,45,209,Male,48
Player 1212,77,30,21,6,0,27,44,205,Male,59
Player 1213,1036,308,232,131,0,259,561,2527,Male,64
Player 1214,87,19,30,6,0,16,67,225,Female,27
Player 1215,593,386,177,105,0,222,266,1748,Female,36
Player 1216,393,0,0,0,152,0,0,544,Male,33
Player 1217,439,0,0,0,98,0,0,537,Male,33
Player 1218,74,34,17,9,0,12,44,190,Male,31
Player 1219,101,0,0,0,0,0,0,101,Male,30
Player 1220,0,0,0,0,0,572,0,572,Female,53
Player 1221,608,456,154,112,0,117,641,2088,Female,62
Player 1222,59,0,0,0,0,0,0,59,Female,56
Player 1223,537,295,256,97,0,163,632,1979,Female,35
Player 1224,85,38,21,14,0,13,48,219,Female,64
Player 1225,570,3245,3580,1368,0,0,0,8763,Female,62
Player 1226,0,0,0,0,0,0,491,491,Female,51
Player 1227,0,0,597,0,0,0,0,597,Male,58
Player 1228,719,295,227,81,0,190,242,1754,Female,35
Player 1229,61,8,26,12,0,14,45,166,Female,58
Player 1230,0,337,0,0,0,0,0,337,Female,55
Player 1231,73,28,26,9,0,29,58,223,Male,70
Player 1232,728,184,147,100,0,188,416,1763,Female,56
Player 1233,104,0,0,0,0,0,0,104,Male,36
Player 1234,710,409,322,159,0,86,425,2111,Male,59
Player 1235,115,0,0,0,0,0,0,115,Male,69
Player 1236,624,229,114,94,0,88,706,1855,Male,64
Player 1237,44,31,20,10,0,20,38,163,Female,67
Player 1238,469,0,0,0,0,0,0,469,Male,21
Player 1239,569,287,329,111,0,140,596,2032,Female,40
Player 1240,78,34,24,12,0,19,40,207,Female,49
Player 1241,70,22,20,11,0,12,39,174,Male,31
Player 1242,64,33,21,8,0,31,63,221,Female,43
Player 1243,43,24,5,16,0,34,33,156,Female,69
Player 1244,134,0,0,0,0,0,0,134,Male,64
Player 1245,96,0,0,0,0,0,0,96,Female,65
Player 1246,0,0,0,0,0,0,385,385,Female,50
Player 1247,56,14,17,5,0,28,65,186,Male,55
Player 1248,984,3832,3774,1179,0,0,0,9768,Male,47
Player 1249,0,0,0,0,0,0,629,629,Female,27
Player 1250,91,41,19,10,0,25,53,239,Female,68
Player 1251,1071,341,155,80,0,259,650,2557,Female,70
Player 1252,84,53,15,19,0,24,42,237,Female,46
Player 1253,77,15,21,10,0,30,49,202,Female,48
Player 1254,689,339,156,43,0,182,326,1736,Female,45
Player 1255,813,0,0,0,0,0,0,813,Male,47
Player 1256,368,0,0,0,0,0,0,368,Male,25
Player 1257,0,0,0,0,0,245,0,245,Male,21
Player 1258,1105,5159,3965,919,0,0,0,11148,Female,39
Player 1259,637,0,0,0,0,0,0,637,Female,34
Player 1260,464,208,160,153,0,263,424,1673,Male,62
Player 1261,399,4850,4398,414,0,0,0,10062,Female,51
Player 1262,504,0,0,0,0,0,0,504,Female,38
Player 1263,86,41,13,7,0,20,52,220,Male,56
Player 1264,100,0,0,0,0,0,0,100,Male,39
Player 1265,64,33,22,13,0,16,52,202,Male,51
Player 1266,62,29,16,8,0,17,55,188,Female,56
Player 1267,107,26,25,5,0,13,45,222,Female,65
Player 1268,148,0,0,0,0,0,0,148,Male,57
Player 1269,127,0,0,0,0,0,0,127,Male,53
Player 1270,637,288,142,116,0,175,549,1907,Female,63
Player 1271,68,36,17,15,0,5,45,185,Male,37
Player 1272,114,0,0,0,0,0,0,114,Male,29
Player 1273,59,37,29,14,0,20,57,216,Male,65
Player 1274,98,35,23,16,0,21,13,205,Male,27
Player 1275,0,0,0,0,0,0,509,509,Male,48
Player 1276,0,0,0,0,0,0,553,553,Male,42
Player 1277,64,28,24,9,0,22,57,203,Female,27
Player 1278,81,28,19,9,0,13,35,185,Male,43
Player 1279,77,38,11,14,0,15,80,235,Male,67
Player 1280,843,4785,4469,1564,0,0,0,11661,Female,66
Player 1281,85,0,0,0,0,0,0,85,Female,33
Player 1282,143,0,0,0,0,0,0,143,Female,65
Player 1283,860,393,207,147,0,245,570,2422,Female,57
Player 1284,588,296,124,158,0,176,646,1987,Female,66
Player 1285,110,21,20,11,0,9,68,238,Male,58
Player 1286,485,336,258,125,0,62,435,1702,Male,69
Player 1287,480,0,0,0,0,0,0,480,Female,61
Player 1288,27,45,28,8,0,8,53,170,Male,61
Player 1289,691,0,0,0,0,0,0,691,Female,36
Player 1290,77,31,25,14,0,8,49,203,Female,38
Player 1291,589,0,0,0,84,0,0,673,Male,42
Player 1292,76,0,0,0,0,0,0,76,Female,37
Player 1293,321,0,0,0,0,0,0,321,Female,66
Player 1294,534,0,0,0,0,0,0,534,Female,28
Player 1295,118,0,0,0,0,0,0,118,Male,21
Player 1296,130,0,0,0,0,0,0,130,Male,22
Player 1297,59,33,17,14,0,35,70,229,Male,38
Player 1298,0,0,577,0,0,0,0,577,Female,50
Player 1299,107,0,0,0,0,0,0,107,Male,37
Player 1300,111,0,0,0,0,0,0,111,Female,29
Player 1301,84,39,16,6,0,18,42,205,Female,36
Player 1302,600,319,159,64,0,234,547,1923,Male,34
Player 1303,545,177,156,88,0,136,580,1683,Female,36
Player 1304,82,31,16,11,0,15,41,197,Male,39
Player 1305,61,16,18,9,0,12,60,175,Female,42
Player 1306,104,0,0,0,0,0,0,104,Female,25
Player 1307,139,0,0,0,0,0,0,139,Male,59
Player 1308,82,32,18,7,0,4,49,193,Male,37
Player 1309,51,17,20,14,0,23,49,174,Female,64
Player 1310,500,0,0,0,0,0,0,500,Female,65
Player 1311,369,0,0,0,111,0,0,480,Male,28
Player 1312,127,0,0,0,0,0,0,127,Female,43
Player 1313,56,39,19,8,0,16,53,190,Male,27
Player 1314,902,331,106,139,0,113,520,2110,Male,24
Player 1315,857,367,209,46,0,200,429,2108,Female,49
Player 1316,0,617,0,0,0,0,0,617,Male,27
Player 1317,549,308,159,84,0,168,682,1949,Male,30
Player 1318,265,0,0,0,0,0,0,265,Female,61
Player 1319,606,0,0,0,0,0,0,606,Female,24
Player 1320,79,36,23,8,0,21,32,199,Male,67
Player 1321,0,0,0,0,0,0,433,433,Male,46
Player 1322,76,0,0,0,0,0,0,76,Male,60
Player 1323,761,433,178,43,0,222,702,2339,Female,26
Player 1324,117,0,0,0,0,0,0,117,Female,24
Player 1325,803,232,228,88,0,244,501,2094,Female,48
Player 1326,106,0,0,0,0,0,0,106,Female,67
Player 1327,82,42,25,7,0,20,48,223,Male,29
Player 1328,94,0,0,0,0,0,0,94,Male,35
Player 1329,663,332,207,148,0,132,397,1879,Male,26
Player 1330,966,5903,5600,803,0,0,0,13272,Male,52
Player 1331,38,36,28,12,0,29,53,195,Female,22
Player 1332,497,353,270,126,0,190,611,2047,Male,39
Player 1333,100,27,16,14,0,22,44,223,Male,63
Player 1334,62,0,0,0,0,0,0,62,Female,54
Player 1335,292,0,0,0,111,0,0,403,Male,33
Player 1336,1609,2819,4312,0,0,0,0,8739,Female,24
Player 1337,82,39,16,13,0,28,58,236,Female,60
Player 1338,737,2093,4073,628,0,0,0,7532,Female,68
Player 1339,109,0,0,0,0,0,0,109,Male,32
Player 1340,108,0,0,0,0,0,0,108,Male,63
Player 1341,520,0,0,0,105,0,0,625,Male,55
Player 1342,47,0,0,0,0,0,0,47,Male,50
Player 1343,68,16,32,8,0,19,37,181,Female,43
Player 1344,71,16,17,13,0,9,62,188,Female,33
Player 1345,30,8,25,12,0,22,64,160,Male,48
Player 1346,1697,3328,3269,1088,0,0,0,9382,Male,45
Player 1347,83,24,10,8,0,28,88,241,Male,44
Player 1348,633,0,0,0,0,0,0,633,Male,61
Player 1349,338,316,241,97,0,222,332,1546,Male,35
Player 1350,0,0,0,0,0,533,0,533,Male,55
Player 1351,58,47,21,10,0,28,30,195,Male,24
Player 1352,79,0,0,0,0,0,0,79,Male,35
Player 1353,732,203,220,114,0,104,400,1774,Female,56
Player 1354,71,29,21,7,0,16,48,192,Male,59
Player 1355,55,38,12,7,0,28,52,192,Male,23
Player 1356,1065,3379,4436,1128,0,0,0,10008,Female,47
Player 1357,504,0,0,0,0,0,0,504,Female,29
Player 1358,0,0,0,0,0,557,0,557,Male,38
Player 1359,0,0,414,0,0,0,0,414,Female,38
Player 1360,121,0,0,0,118,0,0,239,Male,43
Player 1361,0,0,0,0,0,0,432,432,Male,62
Player 1362,91,18,13,10,0,21,50,202,Male,63
Player 1363,81,38,26,9,0,26,41,221,Male,38
Player 1364,82,21,14,10,0,17,42,187,Male,66
Player 1365,400,0,0,0,114,0,0,514,Male,68
Player 1366,1259,4492,2675,1026,0,0,0,9453,Female,65
Player 1367,45,41,20,12,0,21,25,164,Female,59
Player 1368,278,0,0,0,130,0,0,408,Female,57
Player 1369,106,0,0,0,0,0,0,106,Female,25
Player 1370,141,0,0,0,0,0,0,141,Male,38
Player 1371,476,216,219,101,0,183,553,1749,Female,45
Player 1372,62,27,26,11,0,22,45,192,Male,58
Player 1373,93,23,21,11,0,26,56,230,Female,61
Player 1374,44,28,15,9,0,25,35,156,Female,50
Player 1375,83,0,0,0,0,0,0,83,Female,62
Player 1376,0,0,0,252,0,0,0,252,Female,68
Player 1377,729,433,336,115,0,209,546,2367,Male,33
Player 1378,70,20,18,10,0,25,49,193,Female,54
Player 1379,75,30,37,13,0,30,45,230,Male,38
Player 1380,79,31,18,12,0,23,62,224,Male,31
Player 1381,81,25,25,12,0,18,52,213,Female,57
Player 1382,68,26,17,6,0,11,48,178,Male,50
Player 1383,76,27,14,7,0,20,36,180,Male,34
Player 1384,893,82,216,91,0,238,352,1872,Male,33
Player 1385,90,26,16,4,0,28,62,226,Female,65
Player 1386,535,1549,2399,611,0,0,0,5093,Female,36
Player 1387,663,2616,3095,928,0,0,0,7302,Male,40
Player 1388,113,35,14,8,0,11,44,224,Female,30
Player 1389,0,733,0,0,0,0,0,733,Male,31
Player 1390,878,272,241,82,0,306,377,2156,Male,64
Player 1391,595,0,0,0,146,0,0,741,Male,51
Player 1392,64,31,14,7,0,19,17,151,Male,37
Player 1393,498,340,155,43,0,181,412,1628,Female,28
Player 1394,75,42,19,16,0,22,86,260,Male,29
Player 1395,87,0,0,0,0,0,0,87,Male,61
Player 1396,1026,3630,4387,1128,0,0,0,10171,Male,46
Player 1397,56,40,18,11,0,14,31,171,Male,40
Player 1398,0,0,0,0,0,0,560,560,Female,29
Player 1399,139,0,0,0,0,0,0,139,Male,43
Player 1400,0,0,0,0,0,0,552,552,Female,26
Player 1401,380,0,0,0,164,0,0,544,Female,49
Player 1402,725,0,0,0,0,0,0,725,Male,56
Player 1403,80,33,15,9,0,35,55,226,Female,51
Player 1404,798,406,214,87,0,91,637,2232,Male,65
Player 1405,739,3889,3051,504,0,0,0,8182,Female,29
Player 1406,67,26,25,13,0,20,40,191,Female,24
Player 1407,109,26,12,10,0,16,69,242,Female,47
Player 1408,129,0,0,0,0,0,0,129,Female,37
Player 1409,24,26,12,12,0,22,60,156,Female,70
Player 1410,73,11,9,8,0,17,57,176,Male,38
Player 1411,927,296,207,120,0,263,454,2268,Female,60
Player 1412,651,0,0,0,0,0,0,651,Male,64
Player 1413,65,24,19,17,0,22,66,214,Male,49
Player 1414,18,0,0,0,0,0,0,18,Female,55
Player 1415,1193,2043,4416,817,0,0,0,8469,Male,64
Player 1416,64,39,16,11,0,22,76,227,Female,25
Player 1417,319,0,0,0,146,0,0,465,Male,66
Player 1418,132,0,0,0,0,0,0,132,Male,52
Player 1419,481,0,0,0,0,0,0,481,Female,39
Player 1420,898,4045,4260,909,0,0,0,10112,Male,45
Player 1421,271,0,0,0,55,0,0,327,Male,68
Player 1422,579,0,0,0,0,0,0,579,Female,62
Player 1423,719,203,212,127,0,257,432,1949,Female,49
Player 1424,669,0,0,0,0,0,0,669,Female,41
Player 1425,134,0,0,0,0,0,0,134,Female,33
Player 1426,274,0,0,0,120,0,0,393,Male,34
Player 1427,72,20,21,15,0,22,42,192,Male,47
Player 1428,127,0,0,0,0,0,0,127,Male,56
Player 1429,107,0,0,0,0,0,0,107,Female,55
Player 1430,103,39,17,11,0,16,38,225,Male,21
Player 1431,393,308,305,111,0,216,551,1883,Male,31
Player 1432,183,0,0,0,0,0,0,183,Female,39
Player 1433,112,0,0,0,0,0,0,112,Female,29
Player 1434,115,41,28,11,0,15,57,268,Male,29
Player 1435,69,0,0,0,0,0,0,69,Male,31
Player 1436,78,0,0,0,0,0,0,78,Female,26
Player 1437,1088,4576,4610,1248,0,0,0,11522,Female,36
Player 1438,126,0,0,0,0,0,0,126,Female,30
Player 1439,59,37,27,9,0,22,30,184,Male,59
Player 1440,607,0,0,0,0,0,0,607,Male,44
Player 1441,0,0,0,0,0,0,268,268,Female,39
Player 1442,69,47,17,11,0,21,35,201,Male,43
Player 1443,0,703,0,0,0,0,0,703,Male,23
Player 1444,22,34,21,6,0,17,31,132,Male,27
Player 1445,741,0,0,0,0,0,0,741,Male,25
Player 1446,0,395,0,0,0,0,0,395,Male,32
Player 1447,0,0,0,0,0,0,467,467,Male,38
Player 1448,114,0,0,0,0,0,0,114,Female,63
Player 1449,0,708,0,0,0,0,0,708,Female,36
Player 1450,70,36,20,9,0,17,40,191,Male,27
Player 1451,857,335,122,117,0,207,597,2236,Female,48
Player 1452,673,199,141,67,0,294,715,2089,Female,44
Player 1453,0,0,0,0,0,0,448,448,Female,33
Player 1454,165,0,0,0,0,0,0,165,Male,37
Player 1455,561,0,0,0,102,0,0,663,Male,67
Player 1456,315,0,0,0,80,0,0,395,Male,42
Player 1457,65,25,18,10,0,20,40,177,Female,47
Player 1458,66,35,10,6,0,22,38,176,Male,57
Player 1459,42,35,34,4,0,19,35,171,Female,58
Player 1460,105,29,12,8,0,21,44,217,Female,24
Player 1461,0,267,0,0,0,0,0,267,Male,54
Player 1462,920,284,213,101,0,156,506,2181,Male,25
Player 1463,83,52,25,11,0,19,39,229,Male,62
Player 1464,369,0,0,0,73,0,0,442,Male,66
Player 1465,56,27,22,8,0,13,55,180,Male,54
Player 1466,47,33,29,7,0,24,16,155,Male,21
Player 1467,0,0,0,0,0,0,355,355,Male,64
Player 1468,52,33,9,8,0,22,61,186,Male,43
Player 1469,78,0,0,0,0,0,0,78,Male,22
Player 1470,57,0,0,0,0,0,0,57,Male,63
Player 1471,55,26,13,14,0,14,48,170,Female,69
Player 1472,61,26,10,14,0,20,48,178,Female,24
Player 1473,0,0,0,0,0,524,0,524,Female,57
Player 1474,563,229,124,77,0,182,653,1828,Male,36
Player 1475,76,32,16,9,0,29,55,216,Male,21
Player 1476,74,27,25,8,0,27,61,223,Male,42
Player 1477,249,0,0,0,0,0,0,249,Male,51
Player 1478,0,0,516,0,0,0,0,516,Male,25
Player 1479,662,156,140,102,0,238,545,1843,Male,34
Player 1480,75,37,22,8,0,16,62,220,Female,22
Player 1481,134,0,0,0,0,0,0,134,Male,21
Player 1482,443,486,217,117,0,201,381,1845,Male,38
Player 1483,88,29,21,6,0,21,49,214,Female,23
Player 1484,0,0,518,0,0,0,0,518,Female,60
Player 1485,634,443,256,97,0,249,551,2230,Male,55
Player 1486,780,327,158,123,0,212,557,2156,Male,39
Player 1487,52,21,28,6,0,25,30,163,Male,23
Player 1488,660,214,192,115,0,197,347,1724,Male,27
Player 1489,129,0,0,0,0,0,0,129,Female,36
Player 1490,577,410,218,141,0,78,320,1744,Female,39
Player 1491,156,0,0,0,0,0,0,156,Male,45
Player 1492,72,0,0,0,0,0,0,72,Male,22
Player 1493,0,0,0,0,0,0,412,412,Male,65
Player 1494,796,179,227,122,0,254,326,1904,Female,30
Player 1495,29,39,15,10,0,17,65,176,Female,58
Player 1496,340,0,0,0,94,0,0,434,Male,43
Player 1497,632,324,209,48,0,292,597,2103,Female,42
Player 1498,567,378,236,124,0,289,542,2136,Male,33
Player 1499,141,0,0,0,0,0,0,141,Male,29
Player 1500,94,43,15,15,0,30,47,243,Female,50
Player 1501,107,0,0,0,0,0,0,107,Male,68
Player 1502,569,0,0,0,0,0,0,569,Male,46
Player 1503,69,33,31,9,0,11,33,185,Male,38
Player 1504,233,0,0,0,0,0,0,233,Female,30
Player 1505,92,0,0,0,0,0,0,92,Male,29
Player 1506,1107,3368,4722,1126,0,0,0,10323,Male,53
Player 1507,584,0,0,0,127,0,0,711,Male,38
Player 1508,74,36,13,4,0,24,69,221,Female,41
Player 1509,0,422,0,0,0,0,0,422,Female,67
Player 1510,474,380,165,112,0,207,541,1880,Male,45
Player 1511,83,47,14,12,0,22,51,229,Male,28
Player 1512,99,25,14,8,0,26,48,219,Male,52
Player 1513,807,323,212,73,0,258,185,1859,Male,24
Player 1514,79,0,0,0,0,0,0,79,Male,53
Player 1515,422,0,0,0,119,0,0,542,Male,55
Player 1516,61,43,22,7,0,24,40,197,Male,33
Player 1517,0,503,0,0,0,0,0,503,Male,44
Player 1518,73,33,26,14,0,12,53,210,Female,23
Player 1519,805,4628,4426,895,0,0,0,10755,Female,33
Player 1520,129,0,0,0,0,0,0,129,Female,50
Player 1521,449,0,0,0,58,0,0,506,Male,29
Player 1522,121,0,0,0,0,0,0,121,Female,26
Player 1523,0,0,0,0,0,297,0,297,Male,24
Player 1524,0,0,0,0,0,541,0,541,Male,39
Player 1525,53,0,0,0,0,0,0,53,Male,54
Player 1526,363,0,0,0,121,0,0,485,Male,47
Player 1527,376,0,0,0,92,0,0,468,Male,58
Player 1528,71,19,25,10,0,23,33,182,Male,40
Player 1529,628,321,269,83,0,151,546,1998,Male,24
Player 1530,356,0,0,0,0,0,0,356,Female,37
Player 1531,507,0,0,0,109,0,0,615,Male,59
Player 1532,0,0,0,0,0,0,342,342,Male,39
Player 1533,87,39,18,5,0,18,39,206,Female,70
Player 1534,479,0,0,0,102,0,0,580,Male,21
Player 1535,111,36,17,5,0,31,60,260,Female,29
Player 1536,1170,5344,3486,1331,0,0,0,11331,Male,34
Player 1537,511,0,0,0,90,0,0,601,Male,49
Player 1538,580,316,166,51,0,197,603,1913,Male,34
Player 1539,87,24,20,14,0,21,27,193,Male,62
Player 1540,52,21,28,13,0,24,63,199,Male,61
Player 1541,0,0,0,0,0,0,542,542,Female,56
Player 1542,856,3974,5217,958,0,0,0,11006,Male,48
Player 1543,0,0,0,0,0,249,0,249,Female,54
Player 1544,81,0,0,0,0,0,0,81,Male,49
Player 1545,900,79,192,122,0,92,492,1876,Female,58
Player 1546,587,0,0,0,0,0,0,587,Male,31
Player 1547,1473,2010,3124,1068,0,0,0,7675,Female,39
Player 1548,789,361,318,153,0,113,308,2042,Male,54
Player 1549,0,0,0,0,0,605,0,605,Male,51
Player 1550,896,3528,2537,831,0,0,0,7793,Female,42
Player 1551,92,41,17,5,0,27,67,248,Male,30
Player 1552,334,0,0,0,74,0,0,408,Female,50
Player 1553,76,18,20,9,0,24,34,181,Female,46
Player 1554,0,727,0,0,0,0,0,727,Male,29
Player 1555,0,0,0,0,0,0,358,358,Male,45
Player 1556,258,0,0,0,0,0,0,258,Male,38
Player 1557,62,0,0,0,0,0,0,62,Female,31
Player 1558,85,29,18,14,0,26,48,220,Male,30
Player 1559,0,0,356,0,0,0,0,356,Female,34
Player 1560,826,237,257,154,0,285,687,2446,Male,39
Player 1561,112,0,0,0,0,0,0,112,Male,62
Player 1562,0,239,0,0,0,0,0,239,Male,61
Player 1563,532,252,204,18,0,157,367,1531,Female,61
Player 1564,123,0,0,0,0,0,0,123,Female,63
Player 1565,0,430,0,0,0,0,0,430,Male,31
Player 1566,91,44,23,10,0,15,35,218,Male,61
